3600,0
7200,0
10800,0
14400,0
18000,0
21600,0
25200,2
28800,261
32400,431
36000,504
39600,547
43200,557
46800,537
50400,492
54000,435
57600,244
61200,1
64800,0
68400,0
72000,0
75600,0
79200,0
82800,0
86400,0
90000,0
93600,0
97200,0
100800,0
104400,0
108000,0
111600,2
115200,261
118800,431
122400,504
126000,547
129600,557
133200,537
136800,492
140400,435
144000,244
147600,1
151200,0
154800,0
158400,0
162000,0
165600,0
169200,0
172800,0
